IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,103.1,,,,,,103,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,104.2,,,,,,104,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,104.9,,,,,,105,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,PSE,"occupied Palestinian territory, including east Jerusalem",Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,104.9,,,,,,105,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,PRI,Puerto Rico,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,104.8,,,,,,105,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,105,,,,,,105,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,ARG,Argentina,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,106.1,,,,,,106,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,CZE,Czechia,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,105.6,,,,,,106,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,106.6,,,,,,107,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,107,,,,,,107,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,USA,United States of America,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,106.8,,,,,,107,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,107.6,,,,,,108,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,109.5,,,,,,109,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,108.9,,,,,,109,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,108.7,,,,,,109,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,109.8,,,,,,110,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,SRB,Serbia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,110,,,,,,110,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,POL,Poland,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,111,,,,,,111,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,ARM,Armenia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,111.8,,,,,,112,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,111.7,,,,,,112,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,URY,Uruguay,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,112.4,,,,,,112,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,BRB,Barbados,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,112.9,,,,,,113,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,113.4,,,,,,113,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,113.2,,,,,,113,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,MKD,North Macedonia,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,113,,,,,,113,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,114.1,,,,,,114,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,GRD,Grenada,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,114.3,,,,,,114,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,114.5,,,,,,114,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,COL,Colombia,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,115.9,,,,,,116,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,115.9,,,,,,116,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,PAN,Panama,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,116.4,,,,,,116,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,PER,Peru,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,116.5,,,,,,116,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,116.5,,,,,,116,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,116.6,,,,,,117,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,117,,,,,,117,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,116.7,,,,,,117,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,HUN,Hungary,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,117,,,,,,117,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,BLZ,Belize,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,118.1,,,,,,118,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,WPR,Western Pacific,Country,CHN,China,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,117.8,,,,,,118,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,117.6,,,,,,118,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,HRV,Croatia,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,119.4,,,,,,119,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,119.3,,,,,,119,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,118.7,,,,,,119,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,120.8,,,,,,121,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,122.9,,,,,,123,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,123.7,,,,,,124,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,124.5,,,,,,125,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,125,,,,,,125,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,126,,,,,,126,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,125.9,,,,,,126,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,126.9,,,,,,127,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,CUB,Cuba,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,127.6,,,,,,128,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,127.6,,,,,,128,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,127.7,,,,,,128,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,WPR,Western Pacific,Country,IDN,Indonesia,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,128.1,,,,,,128,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,SUR,Suriname,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,129,,,,,,129,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,128.7,,,,,,129,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,128.8,,,,,,129,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,129.6,,,,,,130,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,ARG,Argentina,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,131.2,,,,,,131,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,131,,,,,,131,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,131,,,,,,131,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,131.3,,,,,,131,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,131.5,,,,,,132,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,132.2,,,,,,132,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,133.4,,,,,,133,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,BRB,Barbados,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,134.4,,,,,,134,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,SEAR,South-East Asia,Country,IND,India,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,133.5,,,,,,134,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,133.5,,,,,,134,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,ROU,Romania,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,134.1,,,,,,134,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,USA,United States of America,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,133.6,,,,,,134,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,134.9,,,,,,135,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,136.1,,,,,,136,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,137.3,,,,,,137,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,137.4,,,,,,137,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,137.1,,,,,,137,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,138.2,,,,,,138,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,138.4,,,,,,138,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,138.5,,,,,,138,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,139.2,,,,,,139,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,139.4,,,,,,139,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,138.7,,,,,,139,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,139.1,,,,,,139,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,139.7,,,,,,140,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,140.1,,,,,,140,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,139.8,,,,,,140,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,141,,,,,,141,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,141.3,,,,,,141,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,false,Sex,Female,SEX_FMLE,,,,,,,,,,142.1,,,,,,142,,,EN,2024-10-31T00:00:00.000Z
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),numeric,EUR,Europe,Country,EST,Estonia,Year,2019,false,Sex,Male,SEX_MLE,,,,,,,,,,142,,,,,,142,,,EN,2024-10-31T00:00:00.000Z
